"Bucket label","m/z","Name","Formula","BY0_000001","BY0_000002","BY0_000003","GRE3_000001","GRE3_000002","GRE3_000003","ENO1_000001","ENO1_000002","ENO1_000003","dGLO1_000001","dGLO1_000002","dGLO1_000003","GLO2_000001","GLO2_000002","GLO2_000003"
"577.7532407945 Da",600.74240,,,0.0,0.0,0.0,0.0,3168418.071980724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"721.6277698037 Da",760.59096,,"C32H92N5O5PS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427453.3352042923,0.0,0.0,0.0,0.0,0.0
"538.7835110581 Da",561.77269,,,0.0,0.0,2526805.7829091307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"743.5980224013 Da",744.60531,,"C46H82NO4P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329340.106624872,0.0,0.0,0.0,0.0
"571.6983586488 Da",594.68750,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700386.3052405262
"569.4623123731 Da",592.45170,,"C29H67N3O3S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379194.5670045868,0.0,0.0,0.0,0.0,0.0
"572.8580814395 Da",595.84720,,"C15H4N5O10PS4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304998.5237139505,0.0,0.0,0.0
"592.3465986459 Da",615.33578,,"C22H52N6O10S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428917.266047639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"523.1656956534 Da",524.17318,,"C20H33N3O9S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982098.2714934577,0.0,0.0,0.0,0.0,0.0,0.0
"733.2176458148 Da",734.22493,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370382.619657773,0.0,0.0,0.0,0.0
"805.1932031091 Da",806.20051,,"C25H43N17S7",0.0,0.0,0.0,0.0,0.0,0.0,1932595.4404265727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"728.3999387969 Da",729.40731,,"C39H68O4S4",0.0,0.0,0.0,2952526.7824665713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"733.9567889879 Da",734.96422,,"C22H31N4O4PS9",0.0,0.0,0.0,2980547.308639055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"571.4822306902 Da",610.44530,,"C34H69NOS2",0.0,0.0,0.0,0.0,0.0,3414921.0905919056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"572.9155034317 Da",611.87883,,"C14H24NO5PS8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931723.1365531425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"552.9555390617 Da",553.96260,,"C12H27NO7S8",0.0,0.0,0.0,3096135.920192713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"706.7444772372 Da",707.75180,,"C18H5N5O6S10",0.0,0.0,0.0,3001717.2934960877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"594.9057214118 Da",595.91314,,"C20H21NO2S9",0.0,0.0,0.0,0.0,0.0,0.0,1834160.5400464493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"769.9741714189 Da",770.98145,,,0.0,2561521.6072799005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"586.2413635420 Da",609.23053,"3,4,5-trihydroxy-6-_5-hydroxy-4-_2-hydroxy-3-_4-hydroxy-3-_3-methylbut-2-en-1-yl_phenyl_propanoyl_-2-_3-methylbut-2-en-1-yl_phenoxy_oxane-2-carboxylic acid","C31H38O11",0.0,0.0,0.0,4125048.709586335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"699.8560266263 Da",722.84537,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375357.213629987,0.0,0.0,0.0,0.0,0.0
"728.1418963355 Da",729.14912,,"C15H45N12O5PS7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338114.9438268642,0.0,0.0,0.0,0.0,0.0
"876.8677207606 Da",915.83075,,"C25H7N11O16S5",2861852.2987688705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"597.3382845156 Da",598.34578,,"C22H59N7OS5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658048.8792829862
"821.5331217825 Da",822.54046,,"C43H83NO7S3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403559.8154645783,0.0,0.0,0.0,0.0
"731.5949928779 Da",732.60223,,"C33H82N9O4PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681854.6875,0.0,0.0
"682.8881305587 Da",705.87753,,"C28H14NO6PS6",0.0,0.0,0.0,0.0,0.0,3009526.616426988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"719.3876329019 Da",720.39479,,"C51H49N3O",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650145.0842579157,0.0
"637.1576100781 Da",676.12061,,,0.0,0.0,0.0,0.0,0.0,3716347.893902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"773.4150216951 Da",812.37836,,"C30H65N9O8P2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012038.9014116817,0.0,0.0,0.0,0.0,0.0,0.0
"565.9844311961 Da",588.97387,,,2687391.0158522287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"678.7070510767 Da",679.71438,,"C23H5NS12",0.0,0.0,0.0,0.0,0.0,3013413.8972472856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"567.8918606258 Da",606.85490,,"C11H21O10PS7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721584.3426855042
"725.2663931392 Da",726.27383,,"C19H47N15O7S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646063.5,0.0,0.0
"602.4246450037 Da",641.38778,,"C32H63N2O4PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358467.684763715,0.0,0.0,0.0,0.0,0.0
"762.4482361589 Da",785.43724,,"C24H72N6O16P2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679468.75,0.0,0.0
"586.1202070296 Da",625.08330,,"C12H34N12O3S6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066575.873249041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"577.8798965952 Da",616.84314,,"C13H18N6S10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499908.4314757418,0.0,0.0,0.0
"735.0507995137 Da",774.01399,,"C32H18N9O7PS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653433.1164417206,0.0
"720.6503143193 Da",721.65747,,"C36H84N10O2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647938.625,0.0,0.0
"776.6813556999 Da",777.68868,,"C39H92N4O10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656725.375,0.0,0.0
"802.1292377064 Da",803.13657,,"C21H62N4OS13",0.0,0.0,2650682.3641676563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"736.5815962510 Da",737.58892,,"C34H77N10O5P",0.0,2499112.6413478255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"734.1424397926 Da",735.14974,,"C28H30N8O12S2",0.0,0.0,0.0,0.0,0.0,0.0,1880906.5068952346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"565.9220784514 Da",588.91127,,"C13H18N4O7S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650955.4745985924,0.0
"686.4834171832 Da",687.49055,,"C30H63N12O4P",0.0,0.0,2527225.237333597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"681.9274819770 Da",682.93483,,"C25H30S11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638489.9375,0.0,0.0
"758.0864087653 Da",759.09358,,"C18H22N20O7S4",2598502.666779755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"711.5055828939 Da",712.51273,,"C32H65N13O3S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660942.5,0.0,0.0
"657.3155440877 Da",680.30464,,"C20H43N13O12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422896.5593222384,0.0,0.0,0.0,0.0,0.0
"581.9601360875 Da",620.92354,,"C16H9N8O11P3",0.0,0.0,0.0,0.0,0.0,0.0,1878543.933411434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"746.0408899668 Da",769.02994,,"C31H31N4O4PS6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644977.3963222791
"775.6822356900 Da",798.67158,,"C30H90N13O7P",2577794.3576221154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"544.2663255757 Da",545.27380,"Lyso-PS_20:4_5Z,8Z,11Z,14Z_0:0_","C26H43NO9P",0.0,0.0,0.0,0.0,0.0,2914531.9761758307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"591.6919762728 Da",630.65518,,,0.0,0.0,0.0,0.0,0.0,0.0,1812008.5902090487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"738.7017355323 Da",739.70877,,"C14H5N5O9S11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646421.4672659972,0.0
"596.7868152608 Da",635.75017,,"C15H7N3O5S9",0.0,0.0,0.0,0.0,0.0,3003762.245801354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"748.7503409827 Da",749.75782,,"C22H7NO11S9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836651.6968615926,0.0,0.0,0.0,0.0,0.0,0.0
"595.7960751264 Da",618.78507,,"C13H4N6O6S8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818865.2577374873
"868.3367319508 Da",869.34408,,"C36H53N8O15P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650447.2712185447,0.0
"709.3836400392 Da",710.39099,,"C34H67N3O2S5",0.0,0.0,0.0,0.0,0.0,0.0,1839036.6199676585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"590.8657650071 Da",629.82894,,"C15H3N3O17P2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322129.308110995,0.0,0.0,0.0,0.0,0.0
"745.5433873258 Da",746.55041,,"C27H77N11O8P2",0.0,0.0,0.0,0.0,2879186.118679622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"571.6210122169 Da",594.61037,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661756.4375,0.0,0.0
"807.7163070202 Da",830.70534,,"C18H5N10O4PS11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709502.0625,0.0,0.0
"572.6989236283 Da",595.68829,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665822.7185157596,0.0
"550.9646640253 Da",551.97186,,"C19H9N11S5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798768.2847643187,0.0,0.0,0.0,0.0,0.0,0.0
"768.4501683693 Da",769.45751,,"C50H60N2O5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658567.3191203795,0.0
"537.9791173159 Da",538.98625,,"C23H12N2O8P2S",0.0,0.0,0.0,0.0,0.0,2913700.4424133953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"763.4367490744 Da",786.42604,,"C23H65N13O11S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405967.9898536182,0.0,0.0,0.0,0.0
"558.3376697211 Da",559.34498,,"C25H46N6O8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338492.9851444785,0.0,0.0,0.0,0.0,0.0
"573.9125962954 Da",596.90199,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826196.530572965,0.0,0.0,0.0,0.0,0.0,0.0
"575.6453360823 Da",614.60864,,,0.0,0.0,0.0,0.0,0.0,0.0,1871764.2072354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"759.7248700206 Da",782.71432,,"C45H97N3O3S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806681.655715551,0.0,0.0,0.0,0.0,0.0,0.0
"562.5232561366 Da",601.48632,,"C24H62N14O",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359733.813140253,0.0,0.0,0.0,0.0
"603.0206025940 Da",626.00992,,"C14H30N5O7PS6",0.0,0.0,0.0,0.0,3654561.188272065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"739.0456077028 Da",778.00854,,"C22H45NO6S10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660040.8685855957
"567.6904920386 Da",568.69797,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670228.8125,0.0,0.0
"781.1557524242 Da",782.16313,,"C16H38N11O19P3",0.0,0.0,2516364.4739315175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"695.1114186362 Da",696.11846,,"C24H14N19O6P",2544541.8426481998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"855.4697928562 Da",856.47709,,"C25H66N19O10PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642155.2686162975,0.0
"583.7776615111 Da",584.78494,,"C19H4O6S8",0.0,0.0,0.0,3015558.693210075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"589.9235431091 Da",628.88685,,"C13H23N2O8PS7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118539.8958692104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"594.6659381280 Da",617.65511,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661359.875,0.0,0.0
"596.2541645632 Da",635.21729,,"C26H49N2O5PS3",0.0,0.0,0.0,0.0,0.0,3033091.6693704207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"810.9332985723 Da",811.94057,,"C26H9N19S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309259.0016870408,0.0,0.0,0.0
"804.9560062674 Da",805.96330,,"C26H27N7O5S9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656276.625,0.0,0.0
"791.9505606363 Da",792.95763,,"C23H9N10O19PS",0.0,2499562.606108742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"618.3688699484 Da",641.35797,,"C25H54N4O13",3063778.1041032923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"675.6910135348 Da",698.68011,,"C20H5O3PS11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813000.517958677,0.0,0.0,0.0,0.0,0.0,0.0
"288.2664471848 Da",289.27378,,"C17H36O3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674910.5625,0.0,0.0
"556.0436726908 Da",595.00702,,"C14H17N6O16P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435700.7572024423,0.0,0.0,0.0,0.0
"725.1297234771 Da",764.09294,,"C20H43N3O15S5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648736.5878587725,0.0
"583.4612307284 Da",584.46840,,"C38H57N5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644723.4395302521
"549.1632754578 Da",588.12660,,"C13H37N5O12P2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392091.5219552582,0.0,0.0,0.0,0.0,0.0
"726.6341265573 Da",749.62349,,"C40H90N2O4S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908849.2584802872,0.0,0.0,0.0,0.0,0.0,0.0
"640.4089192077 Da",679.37220,,"C30H64N4O4S3",3329405.484186776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"702.9262934218 Da",725.91532,,"C25H21NO9S7",0.0,0.0,0.0,0.0,0.0,2862606.320208021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"779.1179882825 Da",818.08122,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818604.5823257382,0.0,0.0,0.0,0.0,0.0,0.0
"567.7830685848 Da",606.74617,,"C12H4N6O3S9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653813.7097517919
"741.3381212885 Da",780.30148,,"C29H62NO14P3",2613620.419818575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"557.6930266406 Da",558.70007,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645466.9160811236,0.0
"762.5403257096 Da",801.50356,"PG_10:0_25:1_11Z_","C41H79O10P",0.0,0.0,0.0,0.0,3011273.474548079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"561.3789467523 Da",600.34186,,"C32H55N3OS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731320.9455148709
"537.5251647861 Da",538.53224,,,0.0,2534094.057821895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"718.4541888433 Da",719.46122,,"C27H78N2O10S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839320.375838265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"586.6236955017 Da",609.61291,,"C34H78N6O",3161127.540737966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"770.3313278760 Da",771.33847,,"C32H47N14O5PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657198.6875,0.0,0.0
"823.8249986398 Da",846.81431,,"C28H13N2O12PS7",2464035.8909852384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"554.8687048402 Da",555.87618,,"C13H18NO5PS8",0.0,0.0,0.0,0.0,2962990.882174961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"896.1584799946 Da",897.16600,,"C27H44O31S",0.0,0.0,0.0,0.0,0.0,2983979.5553243007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"739.4897768589 Da",740.49687,,"C42H61N9O3",0.0,0.0,0.0,2959018.0097939624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"760.9641707443 Da",761.97144,,"C29H17NO18P2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639299.4375,0.0,0.0
"607.6396466430 Da",608.64681,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644367.9628820065
"747.2383705179 Da",748.24563,,"C21H49N9O12S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268556.4032490952,0.0,0.0,0.0
"756.2921894510 Da",779.28116,,"C40H53O8PS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834608.6669292692,0.0,0.0,0.0,0.0,0.0,0.0
"599.2746020378 Da",638.23763,,"C18H41N13O6S2",0.0,0.0,0.0,0.0,0.0,3560893.494129331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"784.4217192418 Da",807.41102,,,0.0,0.0,2551219.974746781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"552.2744680774 Da",591.23740,,"C23H53O6PS3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042591.0397749448,0.0,0.0,0.0,0.0,0.0,0.0
"797.6340644066 Da",798.64136,,"C41H87N3O11",0.0,0.0,0.0,0.0,0.0,2969396.4622060466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"646.1833195027 Da",647.19044,,"C28H22N16O2S",0.0,0.0,0.0,0.0,0.0,2988611.5890345112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"716.7965616686 Da",755.75996,,"C25H8N3O5PS8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635802.6313980821,0.0
"767.4688927661 Da",806.43206,,"C39H69N5O6S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957727.3928431743,0.0,0.0,0.0,0.0,0.0,0.0
"574.6768662520 Da",597.66597,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909893.587430374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"753.9484865395 Da",754.95598,,"C42H10O9S3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337185.4070561742,0.0,0.0,0.0,0.0
"942.0488030548 Da",981.01176,,"C29H34N16O3S9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298283.638582842,0.0,0.0,0.0
"534.5668120152 Da",535.57396,,"C28H78N4S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672504.7410632006
"554.9577676238 Da",555.96517,,"C23H11NO10P2S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676538.0023726152
"755.7915027014 Da",778.78084,,"C26H8N6O2S10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352446.4167074347,0.0,0.0,0.0,0.0
"565.0634102010 Da",604.02659,,"C24H16N5O10P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322502.9597621271,0.0,0.0,0.0,0.0
"580.0709469050 Da",581.07798,,,2392179.930654634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"577.0277269905 Da",600.01691,,"C15H23N5O11S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394582.8506384625,0.0,0.0,0.0,0.0,0.0
"726.5877051651 Da",749.57708,,"C41H82N4O2S2",0.0,0.0,0.0,0.0,2919432.40559112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"823.5430225626 Da",846.53221,,"C35H85N9O2S5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633216.875,0.0,0.0
"746.1096872136 Da",747.11720,,"C28H31N10O5PS4",0.0,0.0,0.0,0.0,2908362.126607363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"765.7977668805 Da",766.80500,,"C17H10N12O2S11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812863.6156958598,0.0,0.0,0.0,0.0,0.0,0.0
"503.0632737131 Da",504.07062,,"C16H22N7O4PS3",0.0,2414027.266610033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"553.2003435571 Da",554.20769,,"C13H39N13OS5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822647.5757496522,0.0,0.0,0.0,0.0,0.0,0.0
"879.3398315094 Da",902.32881,,"C46H49N13S3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725184.3174642883,0.0
"591.4486537155 Da",630.41203,,"C29H62N5O5P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760572.6951420507,0.0,0.0,0.0,0.0
"756.2617278048 Da",757.26881,,"C36H56N2O3S6",2417334.233439136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"567.5584321905 Da",590.54780,"Cer_d18:0_18:0_","C36H73NO3",0.0,2471965.245108798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"548.5966375330 Da",549.60400,,,0.0,0.0,0.0,0.0,2899188.775920471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"614.4358439237 Da",653.39921,,"C22H62N8O9S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838108.1875,0.0,0.0
"602.0749349572 Da",603.08200,,"C29H30O4S5",0.0,2448212.6466997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"550.6706750193 Da",589.63408,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363224.4342016045,0.0,0.0,0.0,0.0
"840.0459235465 Da",879.00918,,"C28H29N10O9PS5",0.0,0.0,0.0,0.0,0.0,0.0,1998623.7049356294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"878.0280389497 Da",916.99142,,"C28H31O26PS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837803.8676668792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"554.6188357104 Da",593.58224,,"C30H78N6O2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637921.1691394545
"565.9447029968 Da",588.93413,,"C26H6N4O6S3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799211.2207840832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
